Bing7777777,aaranshu2016,foobar,0LA AUTOCONNECT TT3S0,Psan,happylokayogaclasses,MOBIAN,Chandra Row3,0LA AUTOCONNECT Q8YPQ,lotus 4th floor 411,0LA AUTOCONNECT Q252F,Lotus pg 5th Floor,Debasree,RP,0LA AUTOCONNECT DVLVG,MADDY,JioFi2_0EBFBA,Nikhilsai 2nd floor extn,207_1,207_3,Lotus G15,0LA AUTOCONNECT H0GH4,Airtel_Zerotouch,Lotus602,iPhone,Amaravathipg2,Lotus 2nd floor 1,0LA AUTOCONNECT 367HQ,Balki_2AE3,Home-Airtel-2_5G,JP4F 2,Lotus1stfloorg11,manepalli,Lotus2ndfloor211,DIxG-Q1A4Njc2X0kwMg,0LA AUTOCONNECT 6NDRN,EverGreen,Karthikbangalore,Crack_Nozzle,Lotus second floor 202,Lotus6thfloor611,Lotus6thfloor615,Lotus4thfloor1,DIRECT-LRLABR3IUPGTmsGH,Ankur,vipin,D-Link_DIR-615,Deepak,Home-Airtel-2,Lalitha,MGMNT,Lotus pg basement,Home-Airtel,virus,Amaravathi pg4,AndroidAP,susheelaa,Dekhle_Hobe_khorcha_Aache!,masha,JP3F 4,Get Lost .. Its not yours,207_1_Guest,DHAR,SalehMohamed,Lotus3rdfloor315,sanchit
-85,,,,,,,-82,,,,,,,,,,,-63,-77,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-85,,-60,,-88,,-65,,,,,,,,,-63,,-44,,
-85,,,,,,,-82,,,,,,,,,,,-63,-77,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-87,,-61,,-89,,-64,,,,,,,,,-63,-91,-43,,
-78,,,,,,,-82,,,,,,,,,,,-63,-75,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-87,,-61,,-89,,-64,,,,,,,,,-63,-91,-43,,
-78,,,,,,,-82,,,,,,,,,,,-63,-77,,,,,,,,,,-53,,,-79,,,,,,,,,,,,,,,,-60,,-90,,-65,,,,,,,,,-63,,-44,,
,,,,,,,-82,,,,,,,,,,,-63,-75,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-88,,-65,,-91,,-65,,,,,-89,,,,-63,,-45,,
-78,,,,,,,-82,,,,,,,,,,,-63,-76,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-89,,-61,,-89,,-65,-92,,,,-89,,,,-63,,-46,,
-83,-88,,,,,,-83,,,,,,,,,,,-63,-77,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-86,,-61,,-88,,-65,-92,,,,,,,,-63,,-45,,-92
-83,-88,,,,,,-82,,,,,,,,,,,-63,-77,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-88,,-61,,-88,,-65,-92,,,,-92,,,,-63,,-44,,-92
,,,,,,,-82,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-85,,-60,,-88,,-65,-92,,,,-92,,,,-62,,-44,,
-85,,,,,,,,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-85,,-61,,-90,,-65,,,,,-90,,,,-62,,-44,,
-85,,,,,,,-82,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-85,,-61,,-90,,-65,-91,,,,-90,,,,-62,,-44,,
-81,,,,,,,-82,,,,,,,,,,,-61,-77,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-83,,-61,,-88,,-65,-91,,,,,,,,-61,,-44,,
-81,,,,,,,-82,,,,,,,,,,,-62,-77,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-84,,-61,,-88,,-65,-95,,,,,,,,-61,,-43,,
-79,,,,,,,-82,,,,,,,,,,,-62,-79,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-82,,-61,,-89,,-64,-95,,,,,,,,-61,,-45,,
-78,,,,,,,-82,,,,,,,,,,,-62,-80,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-84,,-61,,-89,,-64,-94,,,,,,,,-62,,-44,,
-82,,,,,,,-82,,,,,,,,,,,-62,-80,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-83,,-61,,-90,,-65,-92,,,,,,,,-62,,-43,,
-79,-91,,,,,,-82,,,,-90,,,,,,,-63,-80,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-83,,-61,,-92,,-66,-92,,,,,,,,-62,,-43,,
-79,-91,,,,,,-82,,,,-90,,,,,,,-63,-80,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-83,,-63,,-92,,-66,,,,,,,,,-64,,-44,,-88
,-90,,,,,,-82,,,,,,,,,,,-63,-80,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-84,,-63,,-90,,-66,,,,,,,,,-63,,-44,,-88
,-90,,,,,,-81,,,,,,,,,,,-63,-84,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-88,,-63,,-90,,-66,,,,,,,,,-63,,-45,,
,-90,,,,,,-81,,,,,,,,,,,-63,-80,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-84,,-63,,-89,,-68,,,,,,,,,-62,,-44,,
-79,-90,,,,,,-81,,,,,,,,,,,-63,-80,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-82,,-63,,-89,,-67,,,,,,,,,-63,,-44,,
-79,-91,,,,,,-80,,,,,,,,,,,-63,-85,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-88,,-63,,-92,,-67,,,,,,,,,-63,,-45,,
-77,-91,,,,,,-81,,,,,,,,,,,-64,-85,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-89,,-61,,-92,,-67,,,,,,,,,-63,,-45,,
-77,,,,,,,-82,,,,,,,,,,,-64,,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-85,,-64,,-91,,-67,,,,,,,,,-63,,-44,,-89
-77,,,,,,,-81,,,,,,,,,,,-64,,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-86,,-61,,-91,,-66,,,,,,,,,-63,,-44,,-89
,,,,,,,-81,,,,,,,,,,,-63,-85,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-84,,-66,,-90,,-66,,,,,,,,,-63,,-46,,
-78,,,,,,,-82,,,,,,,,,,,-63,-85,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-84,,-63,,-89,,-67,,,,,,,,,-63,,-44,,
-78,,,,,,,-82,,,,,,,,,,,-63,-81,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-90,,-67,,-90,,-66,,,,,,,,,-63,,-44,,
,,,,,,,-82,,,,,,,,,,,-64,-81,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-85,,-63,,-90,,-66,,,,,,,,,-63,,-44,,
-77,,,,,,,-82,,,,,,,,,,,-64,-81,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-85,,-66,,-90,,-65,,,,,,,,,-64,,-46,,-86
-77,,,,,,,-82,,,,,,,,,,,-64,-81,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-88,,-62,,-91,,-65,,,,,,,,,-64,,-46,,-86
-79,,,,,,,-82,,,,,,,,,,,-64,-81,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-89,,-66,,-90,,-65,-92,,,,,,,,-64,,-44,,
-79,,,,,,,-82,,,,,,,,,,,-64,,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-84,,-65,,-92,,-66,-92,,,,,,,,-64,,-44,,
-79,-89,,,,,,-83,,,,,,,,,,,-64,-77,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-81,,-63,,-90,,-66,-95,,,,,,,,-64,,-45,,
,-89,,,,,,-83,,,,,,,,,,,-64,-80,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-81,,-63,,-90,,-66,-95,,,,,,,,-64,,-45,,
-77,,,,,,,-82,,,,,,,,,,,-60,-80,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-84,,-62,,-90,,-66,,,,,,,,,-60,,-45,,
-78,,,,,,,-82,,,,,,,,,,,-61,-80,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-83,,-62,,-90,,-66,,,,,,,,,-62,,-45,,-86
-85,,,,,,,-82,,,,,,,,,,,-61,-80,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-87,,-62,,-90,,-67,,,,,,,,,-62,,-46,,-86
-81,,,,,,,-82,,,,,,,,,,,-61,,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-87,,-66,,-90,,-67,,,,,,,,,-61,,-45,,
-79,,,,,,,-83,,,,,,,,,,,-61,-82,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-88,,-66,,-91,,-67,,,,,,,,,-61,,-46,,-86
-79,,,,,,,-83,,,,,,,,,,,-62,-82,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-90,,-66,,-89,,-67,,,,,,,,,-61,,-46,,-86
-85,,,,,,,-82,,,,,,,,,,,-62,-79,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-90,,-66,,-89,,-67,,,,,,,,,-61,,-45,,-86
-86,,,,,,,-82,,,,,,,,,,,-62,-79,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-84,,-66,,-91,,-67,,,,,,,,,-61,,-45,,-86
-86,,,,,,,-82,,,,,,,,,,,-62,-81,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-88,,-62,,-91,,-67,,,,,,,,,-61,,-46,,-86
-86,,,,,,,-82,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-90,,-62,,-90,,-66,,,,,,,,,-62,,-45,,-87
-82,,,,,,,-81,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-90,,-66,,-91,,-66,,,,,,,,,-60,,-46,,-87
-82,,,,,,,-82,,,,,,,,,,,-61,-82,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-90,,-67,,-91,,-66,,,,,,,,,-61,,-45,,
-86,,,,,,,-82,,,,,,,,,,,-61,-81,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-89,,-66,,-89,,-66,,,,,,,,,-61,,-45,,
-86,,,,,,,,,,,,,,,,,,-64,-75,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-89,,-62,,-89,,-74,,,,,,,,,-61,,-52,,
,,,,,,,-83,,,,,,,,,,,-63,-75,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-83,,-62,,-88,,-70,,,,,,,,,-63,,-48,,
,,,,,,,-82,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-85,,-65,,-88,,-68,,,,,,,,,-62,,-45,,-85
-88,,,,,,,-83,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-85,,-65,,-88,,-67,,,,,,,,,-61,-90,-46,,-85
-83,,,,,,,-83,,,,,,,,,,,-60,-78,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-82,,-62,,-88,,-67,,,,,,,,,-61,-90,-45,,
-84,-89,,,,,,-83,,,,,,,,,,,-64,-76,,,,,,,,,,-53,,,-72,,,,-87,,,,,,,,,,-82,,-70,,-88,,-66,-93,,,,,,,,-65,,-47,,-90
-77,-89,,,,,,,,,,,,,,,,,-65,-76,,,,,,,,,,-53,,,-69,,,,-87,,,,,-92,,,,,,,-70,,,,-70,-93,,,,,,,,-66,,-49,,-90
-75,,,,,,,,,,,,,,,,,,-64,-76,,,,,,,,,,-55,,,-70,,,,,,,,,-92,,,,,-87,,-70,,-96,,-70,-92,,,,,,,,-64,,-47,,
-75,,,,,,,,,,,,,,,,,,-63,-79,,,,,,,,,,-55,,,-71,,,,,,,,,,,,,,-87,,-71,,-95,,-74,-92,,,,,,,,-64,,-50,,
,,,,,,,-81,,,,,,,,,,,-55,-84,,,,,,,,,,-74,,,-67,,,,,,,,,,,,,,-83,,-67,-90,-91,,-69,,,,,,,,,-54,,-48,,
,,,,,,,-83,,,,,,,,,,,-63,-69,,,,,,,,,,-71,,,-81,,,,,,,,,,,,,,-83,,-71,-90,-91,,-67,,,,,,,,,-63,,-67,,
,,,,,,,-84,,,,,,,,,,,-72,-70,,,,,,,,,,-62,,,-80,,,,-84,,,,,,-92,,,,,,-67,,-83,,-75,,,,,-82,,,,-72,,-75,,-85
,,,,,,,-84,,,,,,,,,,,-72,-70,,,,,,,,,,-61,,,-83,,,,-84,,,,,,-92,,,,,,-69,,-83,,-78,-96,,,,-82,,,,-72,,-79,,-85
,,,,,,,-84,,,,,,,,,,,-75,-71,,,,,,,,,,-60,,,-78,,,,,,,,,,-92,,,,,,-68,,-81,,-78,-92,,,,-83,,,,-76,,-78,,-85
,,,,,,,-84,,,,,,,,,,,-76,-74,,,,,,,,,,-60,,,-81,,,,,,,,,,-94,,,,-80,,-65,,-81,,-78,-92,,,,-83,,,,-76,,-77,,
,,-92,,,,,-83,,,,,,,,,,,-76,-71,,,,,,,,,,-60,,,-82,,,,,,,,,,-94,,,,-80,,-66,-86,-82,,-78,-93,,,,-83,,,-88,-76,,-77,,-85
,,-92,,,,,-83,,,,,-91,,,,,,-77,-72,,,,,,,,,,-60,,,-82,,,,-82,,,,,,,,,,-80,,-70,-86,-82,,-79,-93,,,,-83,,,-88,-78,,-77,,-85
,,-92,,,,,-83,,,,,-91,,,,,,-77,-72,,,,,,,,,,-60,,,-82,,,,-82,,,,,,,,-91,,-82,,-66,,-81,,-78,-93,,,,-82,,,,-78,,-77,,-85
,,,,,,,-83,,,,,,,,,,,-77,-71,,,,,,,,,,-60,,,-82,,,,-83,,,,,,,,-92,,-80,,-68,,-81,,-78,-92,,,,-82,,,,-78,,-77,,-84
,,,,,,,,,,,,,,,,,,-76,-70,,,,,,,,,,-60,,,-82,,,,-83,,,,,,,,-92,,-80,,-66,,-85,,-78,-92,,,,-82,,,,-77,,-80,,-84
,,,,,,,-84,,,,,-91,,,,,,-76,-73,,,,,,,,,,-60,,,-82,,,,,,,,,,-92,,,,-80,,-66,,-83,,-77,-96,,,,-82,,,,-77,,-80,,-84
,,,,,,,-84,,,,,-91,,,,,,-77,-72,,,,,,,,,,-60,,,-82,,,,,,,,,,-92,,,,-80,,-65,,-83,,-78,-92,,,,-81,,,,-78,,-79,,-84
,,-91,,,,,,,,,,,,,,,,-77,-71,,,,,,,,,,-60,,,-82,,,,-84,,,,,,,,-90,,-80,,-65,,-83,,-78,-92,,,,-83,,,,-77,,-79,,-85
,,-91,,,,,-83,,,,,,,,,,,-77,-72,,,,,,,,,,-60,,,-82,,,,-84,,,,,,,,-90,,-79,,-68,,-81,,-78,,,,,-83,,,,-77,,-78,,-85
,,,,,,,-83,,,,-88,,,,,,,-77,-72,,,,,,,,,,-60,,,-82,,,,-86,,,,,,,,,,-79,-85,-68,,-82,,-78,,,,,-83,,,,-77,,-78,,-84
,,,,,,,-83,,,,-88,,,,,,,-77,-72,,,,,,,,,,-60,,,-82,,,,-86,,,,,,-92,,,,-79,-85,-65,,-82,,-78,-93,,,,-82,,,,-76,,-78,,-84
,,,,,,,-83,,,,,,,,,,,-77,-72,,,,,,,,,,-60,,,-82,,,,-86,,,,,,-92,,,,-79,,-65,,-82,,-78,-93,,,,-82,,,,-76,,-78,,-84
,,,,,,,,,,,,,,,,,,-77,-72,,,,,,,,,,-60,,,-82,,,,,,,,,,,,,,-79,,-68,,-82,,-77,,,,,,,,,-77,,-78,,-84
,,,,,,,-84,,,,,,,,,,,-75,-71,,,,,,,,,,-60,,,-82,,,,,,,,,,,,,,-91,,-68,,-82,,-79,,,,,,,,,-77,,-81,,-84
,,,,,,,-84,,,,,,,,,,,-75,-72,,,,,,,,,,-60,,,-82,,,,,,,,,,-93,,,,-92,,-66,,-82,,-77,-94,,,,,,,,-76,,-79,,-84
-78,,-97,,,,,-84,,,,,,,,,,,-76,-75,,,,,,,,,,-60,,,-82,,,,-82,,,,,,-93,,,,-81,,-65,,-82,,-78,-91,,,,,,,,-76,,-80,,-84
-78,,-97,,,,,,,,,,,,,,,,-80,-75,,,,,,,,,,-60,,,-83,,,,-82,,,,,,,,,,-79,,-69,,-82,,-79,-91,,,,-81,,,,-80,,-79,,-84
,,,,,,,-84,,,,,,,,,,,-75,-71,,,,,,,,,,-60,,,-83,,,,,,,,,,,,,,-89,,-69,,-81,,-78,-93,,,,-81,,,,-76,,-81,,-85
-84,,,,,,,-84,,,,,,,,,,,-67,-71,,,,,,,,,,-60,,,-83,,,,-83,,,,,,,,,,-81,,-66,,-81,,-78,-93,,,,,,,,-68,,-79,,-85
-84,,,,,,,-84,,,,,,,,,,,-72,-73,,,,,,,,,,-60,,,-83,,,,-83,,,,,,,,,,-80,,-65,,-81,,-78,-91,,,,,,,,-72,,-79,,-85
,,,,,,,,,,,,,,,,,,-67,-72,,,,,,,,,,-60,,,-82,,,,,,,,,,,,,,-80,,-66,,-82,,-79,-92,,,,-83,,,,-68,,-78,,-83
,,,,,,,-83,,,,,,,,,,,-65,-72,,,,,,,,,,-68,,,-81,,,,,,,,,,,,,,-86,,-66,,-88,,-76,-92,,,,-83,,,,-65,,-73,,-83
,,,,,,,-83,,,,,,,,,,,-67,-70,,,,,,,,,,-64,,,-87,,,,,,,,,,,,,,-90,,-67,,-88,,-76,,,,,,,,,-67,,-78,,-90
,,,,,,,-82,,,,,,,,,,,-67,-78,,,,,,,,,,-64,,,-87,,,,,,,,,,,,,,-89,,-65,,-88,,-80,-90,,,,,,,,-68,,-73,,-89
,,,,,,,-82,,,,,,,,,,,-67,-73,,,,,,,,,,-64,,,-89,,,,,,,,,,,,,,-90,,-65,,-88,,-80,-90,,,,,,,,-68,,-72,,-87
-86,,,,,,,-82,,,,,,,,,,,-68,-77,,,,,,,,,,-68,,,-89,,,,,,,,,,,,,,-91,,-69,,-88,,-81,,,,,,,,,-68,,-72,,-87
-86,,,,,,,-83,,,,,,,,,,,-68,-73,,,,,,,,,,-67,,,-84,,,,,,-83,,,,,,,,-91,,-70,,-89,,-77,,,,,,,,,-68,,-71,,-88
,,,,,,,-82,,,,,,,,,,,-71,-79,,,,,,,,,,-62,,,-82,,,,-93,,-83,,,,,,,,-95,,-66,,-83,,-77,-90,,,,-81,,,,-71,,-71,,-88
,,,,,,,-82,,,,,,,,,,,-70,-71,,,,,,,,,,-62,,,-86,,,,-93,,,,,,-92,,,,-95,-85,-66,,-83,,-77,-90,,,,-81,,,,-70,,-74,,-85
,,,,,,,-83,,,,,,,,,,,-64,-72,,,,,,,,,,-60,,,-85,,,,-82,,,,,,-92,,,,-79,-85,-65,,-82,,-73,-92,,,,-82,,,,-63,,-71,,-85
,,-93,,,,,-82,,,,,,,,,,-92,-62,-69,,,,,,,,,,-60,,,-83,,,,-90,,,,,,,,,,-79,,-66,,-81,,-73,-90,,,,-82,,,,-62,,-72,,-86
,,-93,,,,,-82,,,,,,,,,,-92,-66,-71,,,,,,,,,,-61,,,-80,,,,-87,,,,,,,,,,-80,,-68,,-81,,-75,-91,,,,-82,,,,-66,,-68,,-85
,,-93,,,,,-83,,,,,,,,,,-92,-65,-72,,,,,,,,,,-60,,,-80,,,,-87,,,,,,,,,,-79,,-70,,-81,,-72,-91,,,,-82,,,,-66,,-72,,-85
,,,,,,,-83,,,,,,-91,,,,-92,-65,-75,,,,,,,,,,-60,,,,,,,,,,,,,,,,,-90,,-67,,-81,,-69,-92,,,,-83,,,,-66,,-76,,-85
,,-94,,,,,-83,,,,,,-87,,,,,-65,-74,,,,,,,,,,-60,,,-81,,,,-89,,,,,,,,,,-82,,-70,,-85,,-73,-92,,,,-83,,,,-66,,-68,,-86
,,-94,,,,,-83,,,,,,-87,,,,-93,-63,-73,,,,,,,,,,-60,,,-81,,,,-89,,,,,,,,,,-80,-86,-68,,-83,,-73,-94,,,,-81,,,,-64,,-68,,-86
,,,,,,,-83,,,,,,,,,,-93,-65,-73,,,,,,,,,,-60,,,-81,,,,,,,,,,-93,,-89,,-80,-86,-71,,-83,,-72,-93,,,,-81,,,,-65,,-69,,-86
,,,,,,,-83,,,,,-86,,,,,,-64,-73,,,,,,,,,,-60,,,-81,,,,,,,,,,-93,,-89,,,,-74,,-82,-95,-72,-93,,,,,,,,-64,,-70,,-86
,,,,,,,-83,,,,,-86,,,,,,-64,-77,,,,,,,,,,-59,,,-83,,,,,,,,,,-93,,,,-82,,-73,,-82,-95,-73,-91,,,,,,,,-64,,-70,,-86
,,-91,,,,,-83,,,,,,,,,,,-64,-75,,,,,,,,,,-59,,,-82,,,,-89,,,,,,,,,,-79,,-67,,-84,,-73,-91,,,,,,,,-64,,-73,,-86
,,-91,,,,,-83,,,,,,,,,,,-64,-75,,,,,,,,,,-59,,,-82,,,,-89,,,,,,,,,,-79,,-67,,-84,,-73,-91,,,,,,,,-64,,-73,,-86
,,,,,,,-82,,,,,,,,,,,-63,-73,,,,,,,,,,-59,,,-81,,,,,,,,,,,,-90,,-80,,-70,,-84,,-72,,,,,,,,,-64,,-73,,-84
,,,,,,,-84,,,,,,,,,,,-63,-79,,,,,,,,,,-59,,,-85,,,,,,,,,,,,,,,,-70,,-84,,-77,,,,,,,,,-65,,-73,,-85
,,,,,,,-84,,,,,,,,,,,-64,-75,,,,,,,,,,-59,,,-82,,,,,,,,,,,,,,-83,,-70,,-84,,-73,-93,,,,,,,,-66,,-72,,-85
,,,,,,,-84,,,,,,,,,,,-64,-75,,,,,,,,,,-59,,,-82,,,,,,,,,,-92,,,,-81,,-66,,-84,,-72,-92,,,,,,,,-65,,-69,,-85
,,,,,,,-84,,,,,,,,,,,-64,-71,,,,,,,,,,-59,,,-81,,,,,,,,,,-92,,,,-81,,-66,,-85,,-72,-90,,,,,,,,-65,,-71,,-85
,,,,,,,-83,,,,,,,,,,,-64,-74,,,,,,,,,,-59,,,-81,,,,,,,,,,,,,,-95,,-66,,-85,,-71,-89,,,,,,,,-65,,-71,,-85
,,,,,,,-83,,,,,,,,,,,-64,-75,,,,,,,,,,-59,,,-82,,,,,,,,,,,,,,-83,,-70,,-83,,-72,-90,,,,,,,,-65,,-71,,-85
,,,,,,,-83,,,,,,,,,,,-66,-75,,,,,,,,,,-59,,,-82,,,,,,,,,,,,,,-83,,-69,,-83,,-71,-90,,,,-82,,,,-67,,-75,,-85
,,,,,,,-83,,,,,,,,,,,-67,-72,,,,,,,,,,-59,,,-82,,,,,,,,,,,,,,-79,,-67,,-83,,-69,-91,,,,-82,,,,-67,,-78,,-85
,,-93,,,,,-82,,,,,,,,,,,-66,-72,,,,,,,,,,-59,,,-81,,,,,,,,,,,,,,-80,,-67,,-83,,-69,-91,,,,,,,,-65,,-78,,-85
,,-93,,,,,-82,,,,,,,,,,,-65,-72,,,,,,,,,,-59,,,-81,,,,,,,,,,,,,,-80,,-67,,-84,,-71,-91,,,,,,,,-65,,-78,,-85
,,,,,,,,,,,,,,,,,,-65,-75,,,,,,,,,,-59,,,-81,,,,,,,,,,-92,,,,-80,,-70,,-84,,-71,,,,,-84,,,,-65,,-74,,-85
,-93,,,,,,-82,,,,,,,,,,,-65,-73,,,,,,,,,,-59,,,-81,,,,,,,,,,-92,,,,-81,,-69,,-82,,-72,,,,,-84,,,,-65,,-70,,
,-93,,,,,,-83,,,,,,,,,,,-65,-76,,,,,,,,,,-60,,,,,,,,,,,,,,,-92,,-81,,-69,,-82,,-73,-89,,,,,,,,-66,,-72,,-84
,,,,,,,-83,,,,,,,,,,,-69,-73,,,,,,,,,,-60,,,-83,,,,,,,,,,,,-92,,-89,,-69,,-83,,-72,-89,,,,,,,,-70,,-73,,-85
,,-93,,,,,-82,,,,,,,,,,,-68,-70,,,,,,,,,,-60,,,-83,,,,,,,,,,,,-92,,-89,,-67,,-87,,-69,-94,,,,,,,,-69,,-77,,-85
,,-91,,,,,-83,,,,,,,,,,,-69,-71,,,,,,,,,,-60,,,-82,,,,-84,,,,,,-93,,,,-82,,-68,,-84,,-74,-93,,,,,,,,-69,,-75,,-85
,,-91,,,,,-84,,,,,,,,,,,-71,-73,,,,,,,,,,-60,,,-82,,,,-84,,,,,,-92,,,,-79,,-72,,-83,,-74,-93,,,,,,,,-71,,-75,,-85
,,-91,,,,,-84,,,,,,,,,,,-68,-73,,,,,,,,,,-59,,,-82,,,,,,,,,,-92,,-95,,-81,,-70,,-83,,-76,-92,,,,-84,,,,-68,,-80,,-86
,,-92,,,,,-84,,,,,,,,,,,-68,-72,,,,,,,,,,-60,,,-82,,,,,,,,,,,,-91,,-80,,-69,,-83,,-72,-90,,,,-84,,,,-68,,-75,,-87
,,-92,,,,,-84,,,,,,,,,,,-65,-76,,,,,,,,,,-60,,,-82,,,,,,,,,,,,-91,,-80,,-67,,-83,,-72,-91,,,,,,,,-65,,-77,,-87
,,,,,,,-83,,,,,,,,,,,-65,-73,,,,,,,,,,-60,,,-82,,,,,,,,,,,,,,-80,,-71,,-83,,-72,-91,,,,,,,,-66,,-73,,-87
,,-90,,,,,-83,,,,,,,,,,,-65,-74,,,,,,,,,,-60,,,-82,,,,,,,,,,,,-92,,-78,,-71,,-83,,-72,,,,,,,,,-66,,-74,,-87
,,-90,,,,,-84,,,,-92,,,,,,,-64,-72,,,,,,,,,,-60,,,-82,,,,,,,,,,,,-90,,-78,-86,-71,,-83,,-72,-92,,,,,,,,-66,,-72,,-87
,,,,,,,-83,,,,-92,,,,,,,-64,-73,,,,,,,,,,-59,,,-82,,,,,,,,,,,,-90,,-81,-85,-71,,-83,,-72,-91,,,,,,,,-66,,-72,,-85
,,,,,,,-83,,,,,,,,,,-94,-64,-73,,,,,,,,,,-60,,,-82,,,,,,,,,,,,-91,,-80,-85,-71,,-84,-92,-72,-91,,,,-85,,,,-65,,-70,,-85
,,-92,,,,,-83,,,,,,,,,,-94,-67,-71,,,,,,,,,,-60,,,-83,,,,,,,,,,,,-91,,-83,,-67,,-83,-92,-72,-91,,,,-83,,,,-67,,-66,,-86
,,-92,,,,,-83,,,,,,,,,,,-65,-71,,,,,,,,,,-60,,,-83,,,,,,,,,,-93,,,,-83,,-68,,-91,,-80,,,,,-83,,,,-65,,-72,,-89
,,,,,,,-82,,,,,,,,,,,-63,-71,,,,,,,,,,-60,,,-85,,,,,,,,,,-93,,,,,,-64,,-91,,-76,-90,,,,,,,,-63,,-73,,-89
,,,,,,,-81,,,,,,,,,,,-68,-71,,,,,,,,,,-69,,,-85,,,,,,,,,,,,,,,,-77,,,,-76,-90,,,,,,,,-68,,-72,,-86
-79,,,,,,,-81,,,,,,,,,,,-68,-71,,,,,,,,,,-74,,,-71,,,,,,,,,,,,,,-83,,-69,,-87,,-69,,,,,,,,,-69,,-59,,-86
-79,,,,,,,-84,,,,,,,,,,,-65,-75,,,,,,,,,,-71,,,-72,,,,,,,,,,,,,,-84,,-69,,-89,,-73,,,,,,,,,-65,-91,-60,,-86
,,,,,,,-84,,,,,,,,,,,-65,-79,,,,,,,,,,-56,,,-72,,,,,,,,,,,,,,-84,,-59,,-89,,-69,,,,,,,,,-65,-91,-48,,-86
,,,,,,,,,,,,,,,,,,-66,-79,,,,,,,,,,-54,,,-76,,,,,,,,,,,,,,-82,,-59,,-86,,-70,,,,,,,,,-68,,-48,,-86
,,,,,,,-83,,,,,,,,,,,-64,-78,,,,,,,,,,-59,,,-76,,,,,,,,,,,,,,-82,,-65,,-87,,-73,,,,,,,,,-65,,-50,,
-87,,,,,,,-84,,,,,,,,,,,-64,-76,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-86,,-61,,-88,,-68,,,,,,,,,-65,,-50,,
-87,,,,,,,-84,,,,,,,,,,,-66,-84,,,,,,,,,,-67,,,-76,,,,,,,,,,,,,,-81,,-61,,-88,,-71,,,,,,,,,-66,,-49,,-88
