Delete ,Home-Airtel-2,Home-Airtel,AndroidAP,Deepak,0LA_DRIVER_HOTSPOT_9880184381,Chandri,Get Lost .. Its not yours,lotus 4th floor 411,Debasree,bulla2,SusheelaaPG4network,Lotus pg basement,aaranshu2016,0LA AUTOCONNECT GS6QC,chandrapg4,virus,lotus 4th floor 401,Home-Airtel-2_5G,207_2,Lotus second floor 202,susheelaa,Ankur,Lotus G15,Lotus1stfloorg11,sekar,Cool,JPC 6TH ,Haveli,Lotus4thfloor1,BUZA-ZGFyc2FuYQ,Lotus 2nd floor 1,D-Link_DIR-615,Bing7777777,foobar,MGMNT,SusheelaaPGNetwork,manepalli,Princess Leia,Lotus2ndfloor211,Moto G (5) Plus 1910,Lotus3rdfloor301,masha,chandrapg2,Nehaswa,Amaravathi pg4,LotusG2,sanchit,The creep next door,207_1_Guest,Dekhle_Hobe_khorcha_Aache!,R@;€$#,Lotus602,207_1,Amaravathi pg3,@nu,Balki_2AE3,207_3,Airtel_Zerotouch,JP3F 4,BZ7r-dmljdmVua2F0MDEy,Lotus pg 5th Floor,ASHOK M,subhu,Lotus3rdfloor315,Moto G (5S) Plus 5179,vivo 1713,0LA AUTOCONNECT VB8YW,Chandra Row3,Lotus6thfloor615,Lotus3rdfloor311,JioFi2_EA0D27,Chandrapg3
,,-78,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,-82,,,,-81,,,,-67,,,,,,,,,,,,,,,
,-65,-77,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,-77,,,,-67,,,,,,,-91,,,,,,,,
,-64,-76,,,,,,,,,,,,,,,,-85,,,,,,,-92,,,,,,,,,,,,,,,-80,,,,,,,,,-82,,,,-81,,,,,,,,,,,-91,,,,,,,,
,-68,-81,,,,,,,,,,,,,,,,-85,,,,,,,-92,,,,,,,,,,,,,,,-80,,,,,,,,,-82,,,,-83,,,,,,,,,,,,,,,-88,,,,
,-68,-80,,,,,,,,,,,,,,,,-85,,,,,,,,,,,-86,,,,-73,,,,,,,,,,,,,,,,-85,,,,-82,,,,-67,,,,,,,,,,,-88,,,,
,-69,-76,,,,,,,,,,,,,,,,-84,,,,,,,,,,,-86,,,,-73,,,,,,,,,,,,,,,,-84,,,,-85,,,,-68,,,,,,,,,,,,,,,
,-67,-76,,,,,-87,,,,,,,,,,,-84,,,,,,,,,,,-86,,,,-73,,,,,,,,,,,,,,,,-85,,,,-85,,,,-68,,,,,,,,,,,-89,,,,
,-64,-75,,,,,-87,,,,,,,,,,,-84,,,,,,,-91,,,,-86,,,,-84,,,,,,,-82,,,,,,,,,-87,,,,-82,,,,-68,,,,,,,,,,,-87,,,,
,-63,-73,,,,,,,,,,,,,,,,-84,,,,,,,-91,,,,-89,-93,,,-76,,,,,,,-81,,,,,,,,,-82,,,,-82,,,,-68,,,,,,,,,,,-87,,,,
,-63,-73,,,,,,,,,,,,,,,,-84,,,,,,,,,,,-89,-93,,,-76,,,,,,,-82,,,,,,,,,-84,,,,-80,,,,-71,,,,,,,,,,,-87,,,,
,,-77,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,-84,,,,,,,-82,,,,,,,,,-85,,,,-84,,,,-71,,,,,,,,,,,-88,,,,
,-64,-76,,,,,,,,,,,,,,,,-85,,,,,,,,,,,-84,,,,-81,,,,,,,-82,,,,,,,,,-80,,,,-85,,,,,,,,,,,,,,,-88,,,,
,-67,-75,,,,,,,,,,,,,,,,-87,,,,,,,-91,,,,-84,,,,-81,,,,,,,-81,,,,,,,,,-86,,,,-85,,,,,,,,,,,,,,,-87,,,,
,-67,-74,,,,,,,,,,,,,,,,-87,,,,,,,-91,,,,,,,,-78,,,,,,,-81,,,,,,,,,-85,,,,-84,,,,-69,,,,,,,,,,,-87,,,,
,-67,-72,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,-78,,,,,,-94,-81,,,,,,,,,-83,,,,-84,,,,-69,,,,,,,,,,,,,,,
,-67,-75,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,-85,,,,,,-94,-82,,,,,,,,,-80,,,,-80,,,,-67,,,,,,,,,,,,,,,
,,-81,,,,,,,,,,,,,,,,-87,,,,,,,,,,,-89,,,,-83,,,,,,,-82,,,,,,,,,-81,,,,-81,,,,-68,,,,,,,,,,,-87,,,,
,-63,-74,,,,,,,,,,-93,,,,,,-87,,,,,,,,,,,-87,,,,-79,,,,,,,,,,,,,,,,-83,,,,-82,,,,-69,,,,,,,,,,,-87,,,,
,-66,-74,,,,,,,,,,-93,,,,,,-87,,,,,,,,,,,-83,,,,-79,,,,,,,,,,,,,,,,-83,,,,-82,,,,-69,,,,,,,,,,,,,,,
,-65,-75,,,,,,,,,,,,,,,,-86,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,-87,,,,-85,,,,-69,,,,,,,,,,,-87,,,,
,-65,-74,,,,,,,,,,-92,,,,,,-86,,,,,,,,,,,-88,,,,,,,,,,,-84,,,,,,,,,-87,,,,-85,,,,,,,,,,,,,,,-87,,,,
,-67,-74,,,,,,,,,,-92,,,,,,-86,,,,,,,,,,,-84,,,,,,,,,,,-84,,,,,,,,,-84,,,,-84,,,,-69,,,,,,,,,,,-87,,,,
,-68,-74,,,,,-90,,,,,,,,,,,-84,-88,,,,,,,,,,-84,,,,-80,,,,,,,-81,,,,,,,,,-88,,,,-80,,,,-68,,,,,,,,,,,-88,,,,
,-68,-76,,,,,-90,,,,,,,,,,,-84,-88,,,,,,-91,,,,-88,,,,-80,,,,,,,-81,,,,,,,,,-81,,,,-81,,,,-68,,,,,,,,,,,-88,,,,
,-63,-72,,,,,,,,,,,,,,,,-84,,,,,,,-91,,,,-86,,,,-79,,,,,,,,,,,,,,,,-81,,,,-81,,,,,,,,,,,,,,,-88,,,,
,-67,-73,,,,,,,,,,-93,,,,,,-84,,,,,,,,,,,-86,,,,-79,,,,,,,-82,,,,,,,,,-82,,,,-81,,,,-68,,,,,,,,,,,-88,,,,
,-67,-73,,,,,,,,,,-93,,,,,,-84,,,,,,,,,,,-83,,,,,,,,,,,-82,,,,,,,,,-81,,,,-81,,,,-67,,,,,,,-94,,,,,,,,
,-63,-75,,,,,,,,,,-90,,,,,,-86,,,,,,,,,,,-83,,,,-79,,,,,,,-82,,,,,,,,,-85,,,,-89,,,,-67,,,,,,,-94,,,,-87,,,,
,-63,-75,,,,,,,,,,-90,,,,,,-86,,,,,,,,,,,-83,,,,-79,,,,,,,-82,,,,,,,,,-85,,,,-89,,,,-68,,,,,,,-94,,,,-87,,,,
,-63,-77,,,,,,,,,,-90,,,,,,-85,,,,,,,,,,,-83,,,,-79,,,,,,,,,,,,,,-87,,-83,,,,-85,,,,-67,,,,-87,,,,,,,-87,,,,
,-63,-77,,,,,-89,,,,,,,,,,,-85,,,,,,,-91,,,,-88,,,,-83,,,,,,,-83,,,,,,,-87,,-81,,,,-81,,,,-67,,,,,,,,,,,-89,,,,
,,-75,,,,,-89,,,,,,,,,,,-84,,,,,,,-91,,,,-88,,,,-76,,,,,,,-83,,,,,,,,,-81,,,,-80,,,,-68,,,,,,,,,,,-88,,,,
,-69,-72,,,,,-83,,,,,,,,,,,-83,,,,,,,,,,,-84,,,,-80,,,,,,,-83,,,,,,,,,-80,,,,-79,,,,-68,,,,,,,,,,,-88,,,,
,-69,-72,,,,,-83,,,,,,,,,,,-83,,,,,,,,,,,-84,,,,-80,,,,,,,-83,,,,,,,,,-80,,,,-81,,,,-68,,,,,,,,,,,-88,,,,
,-64,-72,,,,,-83,,,,,,,,,,,-85,,,,,,,,,,,-86,,,,-84,,,,,,,-83,,,,,,,,,-80,,,,-81,,,,-68,,,,,,,,,,,-88,,,,
,-72,-72,,,,,,,,,,,,,,,,-85,,,,,,,,,,,-86,,,,-84,,,,,,,-77,,,,,,,,,-81,,,,-80,,,,-68,,,,,,,,,,,,,,,
,-70,-72,,,,,,,,,,,,,,,,-88,-89,,,,,,,,,,-84,,,,,,,,,,,-77,,,,,,,,,-81,,,,-80,,,,-68,,,,,,,,,,,,,,,
,-70,-76,,,,,,,,,,,,,,,,-88,-89,,,,,,,,,,-84,,,,-80,,,,,,,-86,,,,,,,,,-86,,,,-81,,,,-74,,,,,,,-89,,,,,,,,
,-67,-72,,,,,-81,,,,,-80,,,,,,-73,-74,,,,,,,,,,-88,,,,-75,,,,-74,,,-86,,,,,,,,,-74,,,,-74,,,,-66,,,,,,,-84,,,,-89,-86,,,
,-76,-78,,,,,-81,,,,,-80,,,,,,-85,-78,,,,,,,,,,-88,,,,-77,,,,-74,,,,,,,,,,,,-75,,,,-74,,,,-76,,,,,,,-84,,,,-89,-86,-93,,
,-76,-78,,,,,-79,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-75,,,,-75,,,,-67,,,,,,,,,,,,,-93,,
,-77,-77,,,,,-79,,,,,,,,,,,-84,-79,,,,,,,,,,,,,,-79,,,,,,-93,-83,,,,,,,,,-76,,,,-76,,,,-67,,,,,,,,,,,,,-94,,
,-77,-77,,,,,,,,,,,,,,,,-84,-79,,,,,,,,,,,,,,,,,,,,-93,-83,,,,,,,,,-80,,,,-80,,,,-66,,,,,,,,,,,,,-94,,
,-75,-78,,,,,,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,-83,,,,,,,,,-80,,,,-79,,,,-67,,,,,,,,,,,,,,,
,-77,-75,,,,,,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,-74,,,,-73,,,,-67,,,,,,,,,,,,,,,
,-77,-79,,,,,,,,,,,,,,,,-82,-79,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,-75,,,,-74,,,,-65,,,,,,,,,,,,,,,
,,-83,,,,,,,,,,,,,,,,-82,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-75,,,,-75,,,,-89,,,,,,,,,,,
,-79,-80,,,,,,,,,,,,,,,,-82,-79,,,,,,,,,,,,,,,,,,,,-95,,,,,,,,,,-77,,,,-76,,,,-67,,,,-89,,,,,,,,,-93,,
,-81,-79,,,,,,,,,,,,,,,,-82,-78,,,,,,,,,,,,-86,,,,,,,,-95,-84,,,,,,,,,-76,,,,-74,,,,-66,,,,,,,,,,,,,-93,,
,-78,-79,-90,,,,,,,,,,,,,,,-85,-80,,,,,,,,,,,,-86,,,,,,,,,-84,,,,,,,,,-77,,,,-76,,,,-70,,,,,,,,,,,,,,,
,-81,-78,-90,,,,-80,,,,,,,,,,,-84,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,-76,,,,-78,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
,-76,-84,,,,,-80,,,,,,,,,,,-83,-79,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-80,,,,-80,,,,-72,,,,,,,,,,,,,,,
