Lotus6thfloor615,Haveli,Crack_Nozzle,MGMNT,virus,Chandrapg3,Lotus pg 5th Floor,DHAR,Lotus5thfloor501,lotus 4th floor 411,NikhilSai3floor,D-Link_DIR-615,Lotus4thfloor1,happylokayogaclasses,207_3,Princess Leia,Lotus6thfloor611,Lotus3rdfloor301,Lotus pg 5th floor 511,susheelaa,lotus 4th floor 401,JioFi2_A083B4,Dekhle_Hobe_khorcha_Aache!,MI MAX 2,aaranshu2016,NikhilSai4thFloor,Chandra Row3,Lotus1stfloorg11,varsha,Debasree,Get Lost .. Its not yours,Meet_your_Makers,Lotus602,207_2,Lenovo A7000-a,Nikhilsai 2nd floor extn,chandrapg1,Home-Airtel-2_5G,Lotus3rdfloor315,chandrapg4,The creep next door,Home-Airtel-2,0LA AUTOCONNECT 1904Z,sanchit,EverGreen,manepalli,207_1_Guest,SusheelaaPG4network,Home-Airtel,Amaravathi pg4,Lotus 2nd floor 1,Airtel-E5573-03A4,nikhilsai 4th floor extn,Act-shivam,Amaravathi pg3,Bing7777777,STRIKERS,Deepak,Chandra123,0LA_DRIVER_HOTSPOT_9538268467,SalehMohamed,Trident Jio,207_1
,,,,,,,,,,,,,,-81,,,,,,,,,,-90,,,,,,,,,-86,,,,,,,,-88,,,,-82,-73,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-81,,,,,,,,,,-92,,,,,,,,,-85,,,,,,,,-88,,,,-82,-73,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-81,,,,,,,,,,-92,,,,,,,,,-85,,,,,,,,-88,,,-92,-82,-73,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-80,,,,,,,,,,-92,,,,,,,,,-85,,,,,,,,-89,,,-92,-82,-73,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,-85,,,,,,,,-89,,,,-82,-72,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-89,,,,-83,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,-85,,,,,,,,-90,,,,-82,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,-85,,,,,,,,-89,,,,-82,-73,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,-87,,,,,,,,-89,,,,-82,-73,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,-86,,,,,,,,-88,,,-89,-83,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,-86,,,,,,,,-89,,,-90,-83,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,-89,,,-90,-82,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,-88,,,,-82,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,-87,,,,-82,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,-85,,,,,,,,-90,,,,-82,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-82,,,,,,,,,,-91,,,,,,,,,-86,,,,,,,,-88,,,,-82,-73,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,-91,,,,,,,,,-85,,,,,,,,-88,,,,-82,-73,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,-85,,,,,,,,-88,,,,-82,-73,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-82,,,,,,,,,,-93,,,,,,,,,-86,,,,,,,,-84,,,,-83,-73,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-81,,,,,,,,,,-93,,,,,,,,,-86,,,,,,,,-84,,,,-83,-73,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,-84,,,-82,,,,,,,,,,-87,,,,,,,,,-85,,,,,,,,-84,,,,-84,-73,,,,,,,,,,,,,,-81,,-73
,,,,,,,,,,,-84,,,-86,,,,,,,,,,-91,,,,,,,,,-77,,,,,,,,-93,,,-91,-80,-73,,,,,,,,,,,,,,-81,,-72
,,,,,,,,,,,,,,-86,,,,,,,,,,-91,,,,,,,,,-77,,,,,,,,-89,,,-86,-78,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,-89,,,-86,-78,-74,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-89,,,,,,,,,,-90,,,,,,,,,-77,,,,,,,,-90,,,,-78,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,-77,,,,,,,,-90,,,,-78,-72,,,,,,,,,,,,,,,,-71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,,,,-77,-72,,,,,,,,,,,,,,,,-71
,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,-77,,,,,,,,,,,,-77,-72,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,-77,,,,,,,,,,,,-77,-72,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,,,-84,-77,-72,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,,,-84,-78,-72,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,-77,,,,,,,,-91,,,-84,-77,-72,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,-90,,,,,,,,,,-88,,,,,,,,,-77,,,,,,,,-91,,,-86,-77,-72,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,-87,,,,,,,,,,,,,-88,,,,,,,,,-77,,,,,,,,,,,-86,-80,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,-87,,,,,,,,,,,,,-89,,,,,,,,,-77,,,,,,,,,,,,-80,-73,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,-77,,,,,,,,,,,,-79,-73,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,-77,,,,,,,,-92,,,,-77,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,-77,,,,,,,,-92,,,-85,-78,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,,,-85,-81,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,,,,,-91,,,,-79,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-90,,,,,,,,,,-91,,,,,,,,,-76,,,,,,,,-91,,,-85,-79,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-90,,,,,,,,,,-90,,,,,,,,,-76,,,,,,,,,,,-85,-79,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-93,,,,,,,,,,-89,,,,,,,,,-77,,,,,,,,,,,,-78,-72,,,,,,,,,,,,,,,,-72
,,,,,,,,,,,,,,-93,,,,,,,,,,-89,,,,,,,,,-77,,,,,,,,,,,,-78,-73,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,-87,,,-93,,,,,,,,,,-91,,,,,,,,,-77,,,,,,,,,,,,-78,-71,,,,,,,,,,,,,,,,-71
,,,,,,,,,,,-87,,,,,,,,,,,,,-90,,,,,,,,,-77,,,,,,,,-92,,,-85,-78,-74,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,-90,,-87,,,,,,,-77,,,,,,,,-92,,,-89,-78,-68,,,,,,,,,,,,,,,,-67
,,,,,,,,,,,-84,,,,,,,,,,,,,,,-87,,,,,,,-78,,,,,,,,-87,,,-85,-87,-67,,-88,,,,,,,,,,,,,,-67
,,,,,,,,,,,-80,,,-84,,,,,,,,,,-88,,,,,,,-82,,-71,,,,,,,,-88,,,-85,-74,-54,,-84,,,,,,,,,,,,,,-54
,,,,-82,,,,,,,-80,,,-84,,,,,,,,,,-84,,,,,,,-84,,-71,,,,,,,,-88,,,-85,-70,-51,,-84,,,,,,,,,,,,-85,,-52
,,-87,,-80,,,-91,,,,-80,,,-77,,,,,,,,,,-81,,-85,,,,,-85,,-72,,,,,,,,-82,,,,-69,-51,,-84,,,,,,,,,,,,-85,,-51
,,-86,,-80,,,-93,,,,-80,,,-76,,,,,,,,,,-82,,-85,,,,,-84,,-71,,,,,,,,-82,,,,-69,-51,,-82,,,,,,,,,,,,,,-51
,,-86,,-80,,,-93,,,,-80,,,-76,,,,,,,,,,-82,,-85,,,,,-84,,-72,,,,,,,,-82,,,,-69,-51,,-82,,,,,,,,,,,,-85,,-51
,,-80,,-83,,,,,,,-80,,,-76,,,,,,,,,,-82,,-84,,,,,-86,,-72,,,,,,,,-89,,,,-71,-51,,-84,,-92,,,,,,,,,,-85,,-51
,,-84,,-83,,,,,,,-80,,,-83,,,,,,,,,,-82,,-83,,,,,-86,,-72,,,,,,,,-82,,,-80,-71,-52,,-84,,-92,,,,,,,,,,-85,,-51
,,-84,,-83,,,-90,,,,-82,,,-84,,,,,,,,,,-82,,-83,,,,,-85,,-72,,,,,,,,-81,,,-80,-71,-52,,-82,,,,,,,,,,,,-85,,-51
,,,,-83,,,-90,,,,-80,,,-76,,,,,,,,,,-82,,-83,,,,,-85,,-72,,,,,,,,-82,,,,-71,-51,,-81,,,,,,,,,,,,,,-51
,,,,-82,,,,,,,-80,,,-83,-89,,,,,,,,,-82,,-82,,,,,-85,,-71,,,,,,,,-82,,,,-69,-52,,-82,,-95,,,,,,,,,,,,-51
,,-86,,-82,,,,,,,-81,,,-84,-89,,,,,,,,,-82,,-82,,,,,-83,,-72,,,,,,,,-81,,,,-69,-51,,-83,,-95,,,,,,,,,,,,-51
,,-86,,-83,,,,,,,-78,,,-84,,,,,,,,,,-82,,-83,,,,,-84,,-72,,,,,,,,-82,,,,-70,-51,,-83,,,,,,,,,,,,-85,,-51
,,-86,,-83,,,,,,,-83,,,-77,,,,,,,,,,-82,,-83,,,,,-85,,-72,,,,,,,,-82,,,,-71,-51,,-83,,,,,,,,,,,,-85,,-52
,,,,-83,,,,,,,-83,,,-75,,,,,,,,,,-82,,,,,,,-82,,-71,,,,,,,,-81,,,,-71,-51,,-83,,,,,,,,,,,,-83,,-52
,,,,-78,,,-91,,,,-79,,,-79,,,,,,,,,,-82,,,,,,,-85,,-71,,,,,,,,-81,,,,-70,-51,,-82,,,,,,,,,,,,-83,,-52
,,,,-80,,,-92,,,,-83,,,-77,,,,,,,,,,-82,,-84,,,,,-85,,-71,,,,,,,,-81,,,-79,-71,-51,,-82,,,,,,,,,,,,-85,,-52
,,,,-80,,,-93,,,,-78,,,-76,,,,,,,,,,-82,,-83,,,,,-86,,-71,,,,,,,,-81,,,-79,-71,-51,,-82,,,,,,,,,,,,-87,,-51
,,,,-81,,,-87,,,,-79,,,-75,,,,,,,,,,-82,,-84,,,,,-85,,-71,,,,,,,,-90,,,,-70,-51,,-83,,,,,,,,,,,,-87,,-51
,,,,-80,,,-87,,,,-79,,,-83,,,,,,,,-93,,-82,,-84,,,,,-83,,-72,,,,,,,,-83,,,,-70,-51,,-84,,,,,,,,,,,,,,-51
,,,,-81,,,-88,,,,-78,,,-76,-88,,,,,,,-93,,-82,,-84,,,,,-84,,-72,,,,,,,,-80,,,,-71,-51,,-81,,,,,,,,,,,,-81,,-51
,,,,-81,,,-87,,,,-78,,,-76,-88,,,,,,,,,-82,,-83,,,,,-82,,-71,,,,,,,,-82,,,,-70,-55,,-86,,,,,,,,,,,,-82,,-55
,,,,-81,,,-87,,,,,,,-79,,,,,,,,,,-82,-90,-85,,,,,-82,,-71,,,,-83,,,,-74,,,,-74,-50,,-77,,,,,,,,,,,,-74,,-50
,,,,,,,,,,,,,,-84,,,,,,,,,,-90,-90,-85,,,,,,,,,,,-82,,,,-81,,,,-76,-54,,-80,,,,,,,,,,,,-68,,-55
,,,,,,,,,,,,,,-83,,,,,,,,,,-90,,-86,,,,,,,-86,,,,-88,,,,-84,,,,-76,-54,,-81,,,,,,,,,,,,-68,,-55
,,,,,,,,,,,,,,-79,,,,,,,,,,-89,,-86,,,,,,,-87,,,,-84,,,,-76,,,,-76,-53,,-77,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,,,,-77,,,,,,,,,,-87,,-87,,,,,,,-87,,,,-83,,,,-73,,,,-76,-55,-90,-76,,,,,,,,,,,,-66,,-54
,,,,,,,,,,,,,,-77,,,,,,,,,,-87,,-87,,,,,,,-89,,,,-83,,,,-72,,,,-76,-55,-90,-76,,,,,,,,,,,,-65,,-54
,,,,,,,,,,,,,,-77,,,,,,,,,,-90,,-87,,,,,,,-89,,,,-85,,,,-72,,,,-76,-55,,-76,,,,,,,,,,,,-65,,-54
,,,,,,,,,,,,,-93,-77,,,,,,,,,,-91,,-87,,,,,,,-88,,,,-85,,,,-72,,,,-76,-55,,-75,,,,,,,,,,,,-65,,-55
,,,,,,,,,,,,,-93,-83,,,,,,,,,,-91,,,,,,,,,-88,,,,-85,,,,-71,,,,-76,-55,,-75,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,-88,,,,-84,,,,-72,,,,-76,-55,-88,-75,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,,,,-79,,,,,,,,,,-91,,-87,,,-89,,,,-88,,,,-84,,,,-73,,,,-76,-55,-88,-75,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,,,,-82,,,,,,,,,,-91,,-85,,,-89,,,,-88,,,,-84,,,,-73,,,,-76,-55,-88,-75,,,,,,,,,,,,-66,,-56
,,,,,,,,,,,,,,-82,,,,,,,,,,-89,,-85,,,,,,,-89,,,,-84,,,,-72,,,,-76,-55,,-75,,,,,,,,,,,,-66,,-56
,,,,,,,,,,,,,,-76,,,,,,,,,,-89,,-86,,,,,,,-89,,,,-84,,,,-72,,,,-76,-55,,-75,,,,,,,,,,,,-66,,-54
,,,,,,,,,,,,,,-81,,,,,,,,,,-89,,-86,,,-88,,,,,,,,-83,,,,-73,,,-87,-75,-55,,-75,,-95,,,,,,,,,,-65,,-55
,,,,,,,,,,,,,,-77,,,,,,,,,,-90,,-87,,,-88,,,,,,,,-84,,,-92,-72,,,-87,-75,-55,,-75,,-95,,,,,,,,,,-65,,-55
,,,,,,,,,,,,,,-81,,,,,,,,,,-90,,-86,,,,,,,,,,,-84,,,-92,-73,,,,-75,-55,,-75,,,,,,,,,,,,-65,,-55
,,,,,,,,,,,,,,-77,,,,,,,,,,,,-86,,,,,,,-91,,,,-85,,,,-73,,,,-74,-54,,-76,,-95,,,,,,,,,,-64,,-55
,,,,,,,,,,,,,,-77,,,,,,,,,,-92,,,,,-89,,,,-91,,,,-85,,,,-73,,,,-78,-55,,-76,,-95,,,,,,,,,,-67,,-56
,,,,,,,,,,,,,,-77,,,,,,,,,,-91,,-86,,,-89,,,,-90,,,,-83,,,,-72,,,,-79,-55,,-76,,,,,,,,,,,,-67,,-56
,,,,,,,,,,,,,,-77,,,,,,,,,,-91,,-86,,,,,,,-90,,,,-83,,,,-72,,,,-79,-54,,-76,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,-92,,,-75,,,,,,,,,,-87,,,,,,,,,-87,,,,-84,,,,-73,,,,-79,-55,,-75,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,-92,,,-77,,,,,,,,,,-88,,-87,,,,,,,-87,,,,-84,,,,-72,,,,-77,-56,,-75,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,,,,-82,,,,,,,,,,-89,,-87,,,,,,,-86,,,,-85,,,,-72,,,,-74,-58,-90,-75,,,,,,,,,,,,-66,,-57
,,,,,,,,,,,,,,-78,,,,,,,,,,-87,,-85,,,,,,,-87,,,,-85,,,,-71,,,-87,-76,-55,-90,-75,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,,,,-82,,,,,,,,,,-87,,-85,,,,,,,-87,,,,-85,,,,-73,,,-87,-76,-55,,-75,,,,,,,,,,,,-66,,-55
,,,,,,,,,,,,,,-81,,,,,,,,,,-91,,-85,,,-89,,,,-92,,,,-85,,,,-80,,,-87,-75,-54,,-75,,,,,,,,,,,,-65,,-54
,,,,,,,,,,,,,,-78,,,,,,,,,,-91,,-85,,,-89,,,,-83,,,,,,,,-80,,,-87,-79,-54,,-76,,,,,,,,,,,,-65,,-54
,,,,-88,,,,,,,,,,-84,,,,,,,,,,-81,,-84,,,,,,,-79,,,,-87,,,,-79,,,-82,-80,-70,,-84,,,,,,,,,,,,-77,,-72
,,,,-88,,,-88,,,,,,,-83,-88,,,,,,,,,-81,,-84,,,,,,,-77,,,,-87,,,,-78,,,-82,-79,-68,,-81,,,,,,,,,,,,-81,,-68
,,,,,,,-88,,,,,,-94,-78,-88,,,,,,,-94,,,,-83,-92,,,,,,-86,,,,,,,,-74,,,,-75,-67,,-76,,,,,,,,,,,,-81,,-67
,,,,,,,,,,,,,-94,-79,,,,,,,,-94,,-87,,-86,-92,,,,,,-82,,,,-92,,,,-75,,,,-74,-67,,-76,,,,,,,,,,,,-83,,-67
,,,,-88,,,,,,,-88,,,-77,,,,,,,,,,-87,,-85,,,,,,,-82,,,,-92,,,,-75,,,,-73,-69,,-76,,,,,,,,,,,,-83,,-69
-89,,,,-88,,,,,,,-88,,,-79,,,,,,,,,,-86,,-85,,,,,,,-82,,,,,,,,-79,,,-78,-74,-69,,-76,,,,,,-93,,,,,,,,-69
-89,,,,-85,,,,,,,,,,-79,,,,,,,,,,-86,,-85,,,,,,,-82,,,,,,,,-79,,,-78,-74,-69,,-76,,,,,,-93,,,,,,,,-68
-89,,,,-89,,,,,,,,-96,,-79,,,,,,,,,,,,-85,,,,,,,-82,,,,,,,,-79,,,,-74,-69,,-76,,,,,,,,,,,,,,-68
-89,,,,-87,,,,,,,,-96,,-84,,,,,,,,,,,,-85,,,,,,,-83,,,,,,,,-75,,,,-74,-71,,,,,,,,,,,,,,,,-70
,,,,-87,,,,,,,-85,,,-81,,,,,,,,,,-88,,,,,,,,,-79,,,,,,,,-79,,,-79,-74,-65,,,,,,,,,,,,,,,,-65
-91,,,,-87,,,,,,,-85,,,-83,,,,,,,,,,-88,,,,,,,,,-79,,,,,,,,-79,,,-79,-76,-69,,,,,,,,,,,,,,,,-68
-91,,,,-87,,,,,,,,,,-81,,,,,,,,,,-87,,-80,,,,,,,,,,,,,,,-80,,,,-75,-69,,,,,,,,,,,,,,,,-69
-89,,,,,,,,,,,-88,,,-79,,,,,,,,,,-87,,-80,,,,,,,,,,,,,,,-76,,,,-75,-72,,,,,,,,,,,,,,,,-71
-89,,,,,,,-91,,,,-88,,,-79,,,,,,,,,,-86,,-80,,,,,,,-84,,,,,,,,-75,,,-77,-75,-71,,-77,,,,,,,,,,,,-81,,-71
,,,,-88,,,-87,,,,-83,,,-79,,,,,,,,,,-86,,-80,,,,,,,-80,,,,,,,,-75,,,-77,-75,-70,,-76,,,,,,,,,,,,-81,,-69
,,,,-88,,-87,-87,,,,-87,,,-79,,,,,,,,,,,,,,,,-83,,,-81,,,,-89,,,,-71,,,,-75,-66,,-76,,,,,,,,,,,,-84,,-66
,,,,-88,,-87,,,,,-87,,,-79,,,,,,,,,,,-91,-85,,,,-83,,,-77,,,,-89,,,,-76,,,,-76,-66,,-80,,,,,,,,,,,,-84,,-65
,,,,-88,,,,,,,-86,,,-79,,,,,,,,,,-88,-91,-85,,,,,,,-77,,,,,,,,-73,,,-76,-78,-62,,-80,,,,,,,,,,,,-84,,-61
,,,,-87,,,-95,,,,-86,,,-79,,,,,,,,,,-88,,-83,,,,,,,-77,,,,,,,,-79,,,-76,-76,-67,,-75,,,,,,-93,,,,,,-79,,-69
,,,,-91,,,-95,,,,,,,-79,,,,,,,,,,,,-83,,,,,,,-81,,,,,,,,-80,,,,-73,-67,,-75,,,,,,-93,,,,,,-80,,-68
,,,,-89,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,-83,,,,,,,,-81,,,,-73,-65,,-76,,,,,,,,,,,,-81,,-66
,,,,-89,,,-91,,,,-87,,,-80,,,-92,,,,,,,-88,,,,,,,,,-83,,,,-91,,,,-77,,,-78,-75,-65,,-78,,,,,,,,,,,,-81,,-64
,,,,-85,,,-91,,,,-87,,,-79,,,,,-91,,,,,-87,,-83,,,,,,,-82,,,,-91,,,,-77,,,-78,-75,-68,,-75,,,,,,,,,,,,-82,,-68
-91,,,,-85,,,,,,,,,,-79,,,,,-91,,,,,-87,,-83,,,,,,,-81,,,,,,,,-75,,,-78,-74,-65,,-75,,,,,,,,,,,,-82,,-65
-91,,,,-90,,,,,,-86,,,,-79,,,,,,,,,,-90,,-85,,,,,,,-82,,,,,,,,-77,,,-76,-73,-69,,-74,,,,,,,,,,,,-79,,-69
,,,,-88,,,,,,-86,,,,-79,,,,,,,,,,-87,,-84,,,,,,,-82,,,,,,,,-81,,,-76,-73,-66,,-75,,,,,,-94,,,,,,-82,,-67
,,,,-88,,,,,,,,-95,,-80,,,,,,,,,,-84,,-82,,,,,,,-81,,,,,,,,-77,,,,-76,-72,,-75,,,,,,-94,,,,,,-79,,-70
,,,,-84,,,-86,,,,-82,,,-84,,,,,,,,,,-86,,,,,,,-91,,-80,,,,,,,,-76,,,-79,-77,-61,,-78,,,,,,,,,,,,-79,,-63
,,,,-84,,,-86,,,,-89,,-94,-84,,,,,,,,,,-86,,,,,,,,,-77,,,,,,,,-81,,,-79,-73,-60,,-78,,,,,,,,,,,,-81,,-61
,,-87,,-91,,,,,,,-89,,-94,-84,,,,,,,,,,-86,,,,,,,,,-77,,,,-90,,,,-81,,,,-73,-60,,,,,,,,,,,,,,-81,,-61
,,-87,,-87,,,-89,,,,-76,,,-83,,,,,,,,,,-80,,,,,,,,,-77,,,,-90,,,,-82,,,,-74,-64,,-79,,,,,,,,,,,,,,-63
,,,,-87,,,-88,,,,-77,,,-83,,,,,,,,,-80,-80,,,,,,,,,-80,,,,-88,,,,-81,,,,-74,-61,,-83,,,,,,,,,,,,,,-62
,,,,-89,,,-90,,,,-81,,,-84,,,,,,,,,-80,-86,,,,,,,,,-78,,,,-89,,,,-79,,,,-74,-61,,-83,,,,,,,,,,,,,,-62
,,-87,,-89,,,-90,,,,-81,,,-84,,,,,,,,,,-86,,,,,,,,,-80,,,,-89,,,,-77,,,,-74,-62,,-79,,,,,,,,,,,,,,-62
,,-87,,-87,,,-90,,,,,,,-87,,,,,,,,,,,,,,,,,,,-80,,,,-88,,,,-79,,,,-74,-63,,-79,,,,,,,,,,,,,,-63
,,,,-85,,-92,-91,,,,-84,,,-78,,,,,,,,,,,,,,,,,,,-76,,,,-88,,,,-81,,,,-74,-62,,,,,,,,,,,,,,,,-62
,,-83,,-89,,-92,-84,,,,-84,,,-79,,,,,-93,,,,,-81,,-84,,,,,,,-76,,,,-89,,,,-77,,,-90,-77,-65,,,,,,,,,,,,,,,,-65
,,-83,,-90,,,-88,,,,-84,,,-79,,,,,-93,,,,,-81,,-84,,,,,,,-81,,,,-89,,,,-73,,,-90,-76,-59,,,,,,,,,,,,,,-80,,-60
,,,,-88,,,-88,,,,,,,-81,,,,,,,,,,-89,,-85,,,,,,,-78,,,,-90,,,,-75,,,-88,-72,-56,,-85,,,,,,,,,,,,-80,,-56
,,-85,,-84,,,-90,,,,-79,,,-83,,,,,,,,,,-89,,-82,,,,,,,-78,,,,-90,,,,-75,,,-88,-72,-55,,-81,,,,,,,,,,,,,,-56
,,-85,,-84,,,-90,,,,-79,,-90,-83,,,,,,,,,,-90,,-84,,,,,,,-77,,,,-91,,,,-75,,,-85,-71,-56,,-82,,,,,,,,,,,,-83,,-57
,,,,-84,,,,,,,,,-90,-84,,,,,,,,,,-88,,-83,,,,,,,-78,,,,-91,,,,-75,,,-89,-73,-56,,-82,,,,,,,,,,,,-83,,-57
,,,,-84,,,,,,,-94,,,-85,,,,,,,,,,-89,,-81,,,,,,,-76,,,,,,,,-74,,,-89,-72,-57,,-84,,,,,,,,,,,,,,-57
,,,,-84,,,,,,,-94,,,-82,,,,,,,,,,-89,,-81,,,,,,,-76,,,,-88,,,,-77,,,-88,-71,-60,,-86,,,,,,,,,,,,,,-61
,,,,,,,-87,,,,-79,,,-77,,,,,,,,,,-88,,-81,,,,,,,-83,,,,-88,,,,-73,,,-85,-71,-64,,-82,,,,,,,,,,,,-77,,-65
,,,,,,,-86,,,,-78,,,-84,,,,,,,,,,-82,,,,,,,,,-83,,,,-82,,,,-75,,,-85,-67,-59,,-82,,,,,,,,,,,,-77,,-59
,,,,,,,-89,,,,-82,,,-83,,,,,,,,,,-81,,,,,,,,,-80,,,,-82,,,,-75,,,,-66,-59,,-84,,,,,,,,,,,,,,-59
,,,,-87,,,-90,,,,-78,,,-77,,,,,,,,,,-81,,,,,,,,,-84,,,,-80,,,,-73,,,,-66,-56,,-84,,,,,,,,,,,,-79,,-57
,,,,-84,,,-88,,,,-81,,-94,-81,,,,,,,,,,-81,,,,,,,,,-83,,,,-80,,,,-72,,,,-67,-57,,-84,,,,,,,,,,,,-78,,-57
,,,,-84,,-92,-88,,,,-78,,-94,-81,,,,,,,,,,-81,,,,,,,,,-84,,,,-84,,,,-76,,-87,,-66,-59,,-84,,,,,,,,,,,,-78,,-61
,,,,-83,,-92,-88,,,,-80,,,-79,,,,,,,,-92,,-80,,,,,,,,,-84,,,,-77,,,,-72,,-87,,-66,-52,,-85,,,,,,,,,,,,-74,,-52
,,,,-87,,,-88,,,,-80,,,-80,,,,,,,,-92,,-90,,,,,,,-87,,-80,,,,-83,,,,-76,,,,-68,-52,,-82,,,,,,,,,,,,-69,,-52
,,,,-83,,,,,,,,,,-73,,,,,,,,,,-86,-92,,,,,,-87,,-78,,,,-83,,,,-82,,,,-68,-53,,-79,,,,,,,,,,,,-72,,-53
,,,,-87,,,-84,,,,-80,,,-79,,,,,,,,,,-86,-92,-88,,,,,,,-74,,,,-88,,,,-82,,,,-73,-65,,-79,,,,,,,,,,,,-72,,-65
,,,,-87,,,-91,,,,-79,,,-78,,,,,,,,,,-79,,-88,,,,,,,-74,,,,-89,,,,-78,,,-82,-78,-58,,-82,,,,,,,,,,,,-72,,-59
,,,,-88,,,-90,,,,-79,-90,,-79,,,,,,,,,,-79,,,,,,,,,-74,,,,-89,,,,-82,,,-82,-79,-66,,-81,,,,,,,,,,,,-77,,-67
,,,,-87,,,-89,,,,,-91,,-75,,,,,,,,,,-83,,,,,,,,,-74,,,-96,-91,,,,-82,,,,-79,-64,,-83,,,,,,,,,,,,-82,,-64
,,,,-87,,,-89,,,,,-90,,-83,,,,,,,,,,-83,,,,,,,,,-74,,,-96,-91,,,,-84,,,-85,,-63,,-82,,,,,,,,,,,,-82,,-62
,,,,-85,,,-90,,,,-84,-89,,-87,,,,,,,,,,-84,,,,,,,,,-74,,,,,,,,-82,,,-85,-85,-59,,-82,,,,,,,,,,,,-85,,-59
,,,,-89,,-84,-90,,,,-84,-89,,-81,,,,,,,,,,-84,,-88,,,,,,,-78,,,,,,,,-83,,,,-80,-56,,-79,,,,,,,,,,,,-77,,-58
